25902,1.4
25903,1.4
25909,1.4
25910,1.4
25911,1.4
25949,1.4
25953,1.4
25965,1.4
25966,1.4
26005,1.4
26006,1.4
26007,1.45
26008,1.4
26024,1.4
26025,1.4
26026,1.4
26027,0.9
26028,1.4
26029,0.9
26030,1.2
26031,1
26032,0.7
26035,1.4
26036,1.4
26037,1.2
26039,0.8
26040,0.7
26041,1.3
26042,1.3
26043,1.5
26044,1.4
26045,1.5
26046,0.9
26047,0.7
26048,1.4
26049,1.4
26050,1.5
26051,1.2
26052,1.2
26053,1.2
26054,1.2
26055,1.2
26057,1.4
26065,1.4
26066,1.2
26067,1.4
26068,1
26069,1.2
26070,1.4
26071,1.2
26072,1.2
26073,1.45
26074,1.45
26075,1.3
26276,1.4
26277,1.4
26280,1.4
26281,1.4
26282,1.4
26291,1.4
26293,1.4
26294,1.45
26296,0.9
26300,0.9
26301,0.9
26310,0.9
26313,1.05
26314,1.2
26317,1.35
26318,1.4
26323,1.45
26339,1.35
26340,1.35
26345,1.35
26346,1.35
26351,1.35
26352,1.2
26354,1.3
26355,1.3
26356,1.3
26357,1.3
26358,1.3
26359,1.3
26360,1.4
26361,1.4
26362,1.4
26363,1.5
26364,1.5
26365,1.35
26366,1.35
26367,1.2
26368,1.05
26369,1.3
26372,1.3
26373,1.2
26374,1.4
26375,1.3
26376,1.2
26377,1.35
26378,1.35
26379,1.3
26381,1.3
26382,1.3
26383,1.3
26386,1.3
26387,1.2
26388,1.35
26389,1.1
26390,1.35
26392,1.35
26428,1.2
26429,1.2
26431,1.2
26433,1.4
26434,1.4
26436,1.35
26438,1.4
26439,1.2
26440,1.3
26442,1.4
26445,1.4
26446,1.3
26447,1.2
26448,1.2
26449,1.1
26450,1.1
26451,1.3
26452,1
26453,1.2
26454,1.32
26455,1.25
26456,1.25
26457,1.15
26458,1.3
26459,1.31
26460,1.31
26461,1.33
26462,1.25
26463,1.25
26464,1.25
26465,1.35
26466,1.4
26470,1.4
26485,1.2
26490,1.3
26491,1.3
26492,1.3
26493,1.3
26494,1.3
26495,1.3
26496,1.3
26497,1.3
26498,1.3
26499,1.3
26500,1.3
26501,1.3
26502,1.3
26503,1.3
26504,1.3
26505,1.3
26523,1.3
26525,1.2
26526,1.35
26526,1.32
26527,1.32
26528,1.25
26529,1.25
26530,1.25
26531,1.25
26532,1.32
26541,1.35
26542,1.35
26543,1.35
26544,1.35
26546,1.35
26550,1.35
26551,1.35
26552,1.2
26553,1.2
26554,1.35
26555,1.35
26578,1.35
26579,1.35
26580,1.35
26581,1.35
26582,1.35
26583,1.2
26584,1.05
26585,1.2
26586,1.05
26587,1.35
26588,1.2
26592,1.2
26626,1.4
26627,1.4
26628,1.4
26629,1.4
26630,1.4
26631,1.4
26632,1.4
26633,1.4
26634,1.4
26635,1.4
26636,1.4
26637,1.4
26638,1.4
26639,1.4
26640,1.4
26641,1.4
26642,1.4
26643,1.4
26644,1.4
26645,1.4
26646,1.4
26647,1.4
26648,1.4
26649,1.4
26650,1.4
26651,1.4
26652,1.4
26653,1.4
26654,1.4
26655,1.4
26656,1.4
26657,1.4
26658,1.4
26659,1.4
26660,1.4
26661,1.4
26662,1.4
26663,1.4
26664,1.4
26665,1.4
26666,1.4
26697,1.4
26698,1.4
26757,1.4
26758,1.4
26759,1.4
26761,0.9
26762,1.05
26763,1.2
26764,1.35
26765,0.9
26766,1.05
26767,1.2
26768,1.35
26769,1.08
26770,1.12
26771,1
26775,1.2
26776,1.2
26777,1.2
26778,1.05
26782,1.05
26783,1.2
26784,1.2
26785,0.9
26786,0.9
26787,1.2
26788,1.2
26789,1.2
26790,1.2
26791,1.3
26812,1.3
26813,1.35
26814,1.2
26815,1.2
26816,1.35
26817,1.35
26817,1.35
26818,1.35
26819,1.32
26820,1.32
26821,1.32
26826,1
26827,1.2
26828,1.35
26829,1.35
26831,1.2
26834,1.2
26832,1.2
26854,1.35
26855,1.2
26856,1.2
26857,1.35
26858,1.35
26859,1.35
26860,1.05
26861,0.9
26862,1.28
26863,1.12
26864,1.2
26865,1.35
26866,1.4
26867,1.4
26868,1.4
26869,1.4
26869,1.4
26870,1.4
26876,1.4
26877,1.35
26878,1.35
26883,0.9
26884,1.2
26885,1.35
26886,1.05
26887,0.9
26888,1.28
26889,1.12
26891,1.35
26892,1.2
26893,1.2
26895,1.28
26896,1.35
26920,1.2
26934,1.2
26935,1.2
26936,1.35
26937,1.35
26941,1.05
26942,1.05
26946,1.35
26967,1.2
26968,1.2
26969,1.2
26970,1.35
26972,1.05
26973,1.2
26974,1.2
26975,1.2
26976,1.2
26977,1.35
26978,1.35
26979,1.05
26980,1.2
26981,1.4
27109,1.35
27110,1.35
27111,1.2
27112,1.35
27113,1.35
27114,1.35
27115,1.35
27116,1.35
27117,1.35
27118,1.35
27119,1.4
27120,1.35
27121,1.35
27122,1.35
27123,1.35
27124,1.35
27125,1.35
27126,1.35
27132,1.31
27192,1.35
27193,1.2
27194,1.05
27195,1.35
27196,1.35
27197,1.2
27198,1.05
27199,1.05
27200,1.2
27201,1.35
27202,1.2
27203,1.2
27204,1.2
27205,1.2
27206,1.05
27207,0.9
27208,1.35
27209,1.4
27210,1.3
27211,1.25
27213,1.25
27216,1.25
27217,1.4
27218,1.4
27219,1.4
27220,1.4
27221,0.9
27222,1.1
27223,1.1
27224,1.3
27225,1.4
27226,1.4
27227,0.8
27228,0.8
27229,1.2
27230,1.2
27231,1.45
27232,1.1
27237,1.2
27238,1.3
27239,1.2
27240,1.2
27241,0.9
27242,1.05
27243,1.05
27244,1.05
27245,1.4
27246,1.4
27247,1.4
27248,1.35
27249,1.25
27250,1.25
27251,1.25
27252,1.25
27253,1.15
27254,1.05
27255,0.95
27256,0.85
27257,0.85
27258,1.4
27264,1.2
27265,1.2
27266,1.2
27267,1.2
27268,1.2
27269,1.2
27270,1.35
27271,1.05
27272,1.05
27273,1.35
27274,1.35
27275,1.35
27276,1.2
27277,1.35
27278,1.2
27279,1.05
27280,1.05
27281,1.28
27282,1.28
27283,1.28
27284,1.28
27285,1.28
27286,1.28
27290,1.2
27291,1.2
27292,1.2
27293,1.28
27294,1.28
27295,1.28
27296,1.28
27297,1.28
27298,1.28
27299,1.35
27300,1.35
27301,1.35
27302,1.35
27303,1.2
27304,1.35
27305,1.28
27306,1.28
27307,1.28
27308,1.28
27309,1.28
27310,1.28
27311,1.35
27312,1.35
27313,1.33
27315,1.33
27317,1.35
27318,1.35
27319,1.35
27348,1.31
27349,1.28
27350,1.28
27351,1.2
27352,1.2
27353,1.2
27354,1.2
27355,1.2
27356,1.2
27357,1.2
27358,1.2
27359,1.2
27360,1.2
27361,1.2
27362,1.2
27363,1.2
27367,1.2
27368,1.2
27369,1.2
27370,1.3
27371,1.35
27372,1.35
27373,1.35
27374,1.35
27375,1.35
27376,1.35
27377,1.35
27378,1.35
27379,1.35
27380,1.35
27381,1.35
27382,1.35
27383,1.35
27384,1.2
27385,1.2
27386,1.2
27387,1.35
27388,1.35
27389,1.2
27390,1.2
27391,1.2
27392,1.35
27396,1.35
27397,1.35
27398,1.35
27399,1.35
27400,1.35
27401,1.35
27402,1.35
27403,1.35
27404,1.35
27405,1.35
27406,1.35
27407,1.35
27408,1.35
27409,1.2
27410,1.2
27411,1.35
27412,1.2
27413,1.2
